Family,SpeciesName,WoodDensity,Reference,,,,,,
NA,Rhus taitensis,0.45,"Wedd et al., 2013. Factors Affecting Tropical Tree Damage and Survival after Catastrophic Wind Disturbance",,,,,,
NA,Sterculia fanaiho,0.31,"Wedd et al., 2013. Factors Affecting Tropical Tree Damage and Survival after Catastrophic Wind Disturbance",,,,,,
NA,Syzygium inophylloides,0.73,"Wedd et al., 2013. Factors Affecting Tropical Tree Damage and Survival after Catastrophic Wind Disturbance",,,,,,
NA,Quercus fusiformis,0.84,"Kukowski et al., 2012. Hydraulic responses to extreme drought conditions in three co-dominant tree species in shallow soil over bedrock",,,,,,
NA,Ulmus crassifolia,0.76,"Kukowski et al., 2012. Hydraulic responses to extreme drought conditions in three co-dominant tree species in shallow soil over bedrock",,,,,,
NA,Juniperus ashei,0.74,"Kukowski et al., 2012. Hydraulic responses to extreme drought conditions in three co-dominant tree species in shallow soil over bedrock",,,,,,
NA,Berberis trifoliata,0.67,"Kukowski et al., 2012. Hydraulic responses to extreme drought conditions in three co-dominant tree species in shallow soil over bedrock",,,,,,
NA,Picea abies,0.61,"Pluchon et al., 2013. Stimulation of boreal tree seedling growth by wood_derived charcoal: effects of charcoal properties, seedling species and soil fertility",,,,,,
NA,Pinus sylvestris,0.54,"Pluchon et al., 2013. Stimulation of boreal tree seedling growth by wood_derived charcoal: effects of charcoal properties, seedling species and soil fertility",,,,,,
NA,Betula pubescens,0.72,"Pluchon et al., 2013. Stimulation of boreal tree seedling growth by wood_derived charcoal: effects of charcoal properties, seedling species and soil fertility",,,,,,
NA,Betula pendula,0.64,"Pluchon et al., 2013. Stimulation of boreal tree seedling growth by wood_derived charcoal: effects of charcoal properties, seedling species and soil fertility",,,,,,
NA,Populus tremula,0.73,"Pluchon et al., 2013. Stimulation of boreal tree seedling growth by wood_derived charcoal: effects of charcoal properties, seedling species and soil fertility",,,,,,
NA,Sorbus aucuparia,0.77,"Pluchon et al., 2013. Stimulation of boreal tree seedling growth by wood_derived charcoal: effects of charcoal properties, seedling species and soil fertility",,,,,,
NA,Alnus glutinosa,0.52,"Pluchon et al., 2013. Stimulation of boreal tree seedling growth by wood_derived charcoal: effects of charcoal properties, seedling species and soil fertility",,,,,,
NA,Salix sp.,0.6,"Pluchon et al., 2013. Stimulation of boreal tree seedling growth by wood_derived charcoal: effects of charcoal properties, seedling species and soil fertility",,,,,,
NA,Empetrum hermaphroditum,0.73,"Pluchon et al., 2013. Stimulation of boreal tree seedling growth by wood_derived charcoal: effects of charcoal properties, seedling species and soil fertility",,,,,,
NA,Abies balsamea,0.58,"McCulloh et al., 2016. Is it getting hot in here? Adjustment of hydraulic parameters in six boreal and temperate tree species after 5 years of warming",,,,,,
NA,Acer saccharum,0.56,"McCulloh et al., 2016. Is it getting hot in here? Adjustment of hydraulic parameters in six boreal and temperate tree species after 5 years of warming",,,,,,
NA,Picea glauca,0.62,"McCulloh et al., 2016. Is it getting hot in here? Adjustment of hydraulic parameters in six boreal and temperate tree species after 5 years of warming",,,,,,
NA,Pinus strobus,0.43,"McCulloh et al., 2016. Is it getting hot in here? Adjustment of hydraulic parameters in six boreal and temperate tree species after 5 years of warming",,,,,,
NA,Populus tremuloides,0.41,"McCulloh et al., 2016. Is it getting hot in here? Adjustment of hydraulic parameters in six boreal and temperate tree species after 5 years of warming",,,,,,
NA,Quercus macrocarpa,0.74,"McCulloh et al., 2016. Is it getting hot in here? Adjustment of hydraulic parameters in six boreal and temperate tree species after 5 years of warming",,,,,,
NA,Theobroma cacao,398,"Kotowska et al., 2015. Patterns in hydraulic architecturefrom roots to branches in six tropicaltree species from cacao agroforestryand their relation to wood densityand stem growth",,,,,,
NA,Durio zibethinus,0.43,"Kotowska et al., 2015. Patterns in hydraulic architecturefrom roots to branches in six tropicaltree species from cacao agroforestryand their relation to wood densityand stem growth",,,,,,
NA,Gnetum gnemon ,0.591,"Kotowska et al., 2015. Patterns in hydraulic architecturefrom roots to branches in six tropicaltree species from cacao agroforestryand their relation to wood densityand stem growth",,,,,,
NA,Gliricidia sepium,0.601,"Kotowska et al., 2015. Patterns in hydraulic architecturefrom roots to branches in six tropicaltree species from cacao agroforestryand their relation to wood densityand stem growth",,,,,,
NA,Leucaena leucocephala,0.609,"Kotowska et al., 2015. Patterns in hydraulic architecturefrom roots to branches in six tropicaltree species from cacao agroforestryand their relation to wood densityand stem growth",,,,,,
NA,Erythrina subumbrans ,0.273,"Kotowska et al., 2015. Patterns in hydraulic architecturefrom roots to branches in six tropicaltree species from cacao agroforestryand their relation to wood densityand stem growth",,,,,,
NA,Ulmus thomasii,0.57,"Paquette et al., 2015. Explaining forest productivity using tree functional traits and phylogenetic information: two sides of the same coin over evolutionary scale?",,,,,,
NA,Abies balsamea,0.34,"Paquette et al., 2015. Explaining forest productivity using tree functional traits and phylogenetic information: two sides of the same coin over evolutionary scale?",,,,,,
NA,Acer negundo,0.44,"Paquette et al., 2015. Explaining forest productivity using tree functional traits and phylogenetic information: two sides of the same coin over evolutionary scale?",,,,,,
NA,Acer nigrum,0.52,"Paquette et al., 2015. Explaining forest productivity using tree functional traits and phylogenetic information: two sides of the same coin over evolutionary scale?",,,,,,
NA,Acer pensylvanicum,0.44,"Paquette et al., 2015. Explaining forest productivity using tree functional traits and phylogenetic information: two sides of the same coin over evolutionary scale?",,,,,,
NA,Acer platanoides,0.51,"Paquette et al., 2015. Explaining forest productivity using tree functional traits and phylogenetic information: two sides of the same coin over evolutionary scale?",,,,,,
NA,Acer rubrum,0.49,"Paquette et al., 2015. Explaining forest productivity using tree functional traits and phylogenetic information: two sides of the same coin over evolutionary scale?",,,,,,
NA,Acer saccharum,0.56,"Paquette et al., 2015. Explaining forest productivity using tree functional traits and phylogenetic information: two sides of the same coin over evolutionary scale?",,,,,,
NA,Acer saccharinum,0.44,"Paquette et al., 2015. Explaining forest productivity using tree functional traits and phylogenetic information: two sides of the same coin over evolutionary scale?",,,,,,
NA,Acer spicatum,0.44,"Paquette et al., 2015. Explaining forest productivity using tree functional traits and phylogenetic information: two sides of the same coin over evolutionary scale?",,,,,,
NA,Alnus crispa,0.37,"Paquette et al., 2015. Explaining forest productivity using tree functional traits and phylogenetic information: two sides of the same coin over evolutionary scale?",,,,,,
NA,Alnus rugosa,0.37,"Paquette et al., 2015. Explaining forest productivity using tree functional traits and phylogenetic information: two sides of the same coin over evolutionary scale?",,,,,,
NA,Amelanchier spp,0.66,"Paquette et al., 2015. Explaining forest productivity using tree functional traits and phylogenetic information: two sides of the same coin over evolutionary scale?",,,,,,
NA,Betula alleghaniensis,0.55,"Paquette et al., 2015. Explaining forest productivity using tree functional traits and phylogenetic information: two sides of the same coin over evolutionary scale?",,,,,,
NA,Betula papyrifera,0.48,"Paquette et al., 2015. Explaining forest productivity using tree functional traits and phylogenetic information: two sides of the same coin over evolutionary scale?",,,,,,
NA,Betula populifolia,0.45,"Paquette et al., 2015. Explaining forest productivity using tree functional traits and phylogenetic information: two sides of the same coin over evolutionary scale?",,,,,,
NA,Carpinus caroliniana,0.58,"Paquette et al., 2015. Explaining forest productivity using tree functional traits and phylogenetic information: two sides of the same coin over evolutionary scale?",,,,,,
NA,Carya cordiformis,0.6,"Paquette et al., 2015. Explaining forest productivity using tree functional traits and phylogenetic information: two sides of the same coin over evolutionary scale?",,,,,,
NA,Carya ovata,0.64,"Paquette et al., 2015. Explaining forest productivity using tree functional traits and phylogenetic information: two sides of the same coin over evolutionary scale?",,,,,,
NA,Cornus alternifolia,0.58,"Paquette et al., 2015. Explaining forest productivity using tree functional traits and phylogenetic information: two sides of the same coin over evolutionary scale?",,,,,,
NA,Corylus cornuta,0.52,"Paquette et al., 2015. Explaining forest productivity using tree functional traits and phylogenetic information: two sides of the same coin over evolutionary scale?",,,,,,
NA,Cornus stolonifera,0.58,"Paquette et al., 2015. Explaining forest productivity using tree functional traits and phylogenetic information: two sides of the same coin over evolutionary scale?",,,,,,
NA,Crataegus spp,0.62,"Paquette et al., 2015. Explaining forest productivity using tree functional traits and phylogenetic information: two sides of the same coin over evolutionary scale?",,,,,,
NA,Fagus grandifolia,0.56,"Paquette et al., 2015. Explaining forest productivity using tree functional traits and phylogenetic information: two sides of the same coin over evolutionary scale?",,,,,,
NA,Fraxinus americana,0.55,"Paquette et al., 2015. Explaining forest productivity using tree functional traits and phylogenetic information: two sides of the same coin over evolutionary scale?",,,,,,
NA,Fraxinus nigra,0.45,"Paquette et al., 2015. Explaining forest productivity using tree functional traits and phylogenetic information: two sides of the same coin over evolutionary scale?",,,,,,
NA,Fraxinus pennsylvanica,0.53,"Paquette et al., 2015. Explaining forest productivity using tree functional traits and phylogenetic information: two sides of the same coin over evolutionary scale?",,,,,,
NA,Juglans cinerea,0.36,"Paquette et al., 2015. Explaining forest productivity using tree functional traits and phylogenetic information: two sides of the same coin over evolutionary scale?",,,,,,
NA,Juglans nigra,0.51,"Paquette et al., 2015. Explaining forest productivity using tree functional traits and phylogenetic information: two sides of the same coin over evolutionary scale?",,,,,,
NA,Juniperus virginiana,0.44,"Paquette et al., 2015. Explaining forest productivity using tree functional traits and phylogenetic information: two sides of the same coin over evolutionary scale?",,,,,,
NA,Larix laricina,0.48,"Paquette et al., 2015. Explaining forest productivity using tree functional traits and phylogenetic information: two sides of the same coin over evolutionary scale?",,,,,,
NA,Malus spp,0.61,"Paquette et al., 2015. Explaining forest productivity using tree functional traits and phylogenetic information: two sides of the same coin over evolutionary scale?",,,,,,
NA,Ostrya virginiana,0.63,"Paquette et al., 2015. Explaining forest productivity using tree functional traits and phylogenetic information: two sides of the same coin over evolutionary scale?",,,,,,
NA,Picea abies,0.38,"Paquette et al., 2015. Explaining forest productivity using tree functional traits and phylogenetic information: two sides of the same coin over evolutionary scale?",,,,,,
NA,Pinus banksiana,0.42,"Paquette et al., 2015. Explaining forest productivity using tree functional traits and phylogenetic information: two sides of the same coin over evolutionary scale?",,,,,,
NA,Picea glauca,0.35,"Paquette et al., 2015. Explaining forest productivity using tree functional traits and phylogenetic information: two sides of the same coin over evolutionary scale?",,,,,,
NA,Picea mariana,0.41,"Paquette et al., 2015. Explaining forest productivity using tree functional traits and phylogenetic information: two sides of the same coin over evolutionary scale?",,,,,,
NA,Pinus resinosa,0.39,"Paquette et al., 2015. Explaining forest productivity using tree functional traits and phylogenetic information: two sides of the same coin over evolutionary scale?",,,,,,
NA,Picea rubens,0.38,"Paquette et al., 2015. Explaining forest productivity using tree functional traits and phylogenetic information: two sides of the same coin over evolutionary scale?",,,,,,
NA,Pinus strobus,0.36,"Paquette et al., 2015. Explaining forest productivity using tree functional traits and phylogenetic information: two sides of the same coin over evolutionary scale?",,,,,,
NA,Platanus occidentalis,0.46,"Paquette et al., 2015. Explaining forest productivity using tree functional traits and phylogenetic information: two sides of the same coin over evolutionary scale?",,,,,,
NA,Populus balsamifera,0.37,"Paquette et al., 2015. Explaining forest productivity using tree functional traits and phylogenetic information: two sides of the same coin over evolutionary scale?",,,,,,
NA,Populus deltoides,0.35,"Paquette et al., 2015. Explaining forest productivity using tree functional traits and phylogenetic information: two sides of the same coin over evolutionary scale?",,,,,,
NA,Populus grandidenta,0.39,"Paquette et al., 2015. Explaining forest productivity using tree functional traits and phylogenetic information: two sides of the same coin over evolutionary scale?",,,,,,
NA,Populus tremuloides,0.37,"Paquette et al., 2015. Explaining forest productivity using tree functional traits and phylogenetic information: two sides of the same coin over evolutionary scale?",,,,,,
NA,Prunus pensylvanica,0.36,"Paquette et al., 2015. Explaining forest productivity using tree functional traits and phylogenetic information: two sides of the same coin over evolutionary scale?",,,,,,
NA,Prunus serotina,0.47,"Paquette et al., 2015. Explaining forest productivity using tree functional traits and phylogenetic information: two sides of the same coin over evolutionary scale?",,,,,,
NA,Prunus virginiana,0.36,"Paquette et al., 2015. Explaining forest productivity using tree functional traits and phylogenetic information: two sides of the same coin over evolutionary scale?",,,,,,
